fecha,hotel,year,canal,ocup_total,shap_value,family
2023-08-07,HOTEL_1,2023,is_weekend,0.48936170212765956,0.00031945884,calendario
2023-08-08,HOTEL_1,2023,is_weekend,0.40425531914893614,0.00018030097,calendario
2023-08-09,HOTEL_1,2023,is_weekend,0.4787234042553192,0.0005250722,calendario
2023-08-10,HOTEL_1,2023,is_weekend,0.40425531914893614,0.0013513301,calendario
2023-08-11,HOTEL_1,2023,is_weekend,0.5,0.0011868834,calendario
2023-08-12,HOTEL_1,2023,is_weekend,0.6595744680851063,-0.001624489,calendario
2023-08-13,HOTEL_1,2023,is_weekend,0.5106382978723404,-0.003151617,calendario
2023-08-14,HOTEL_1,2023,is_weekend,0.48936170212765956,0.00044240485,calendario
2023-08-15,HOTEL_1,2023,is_weekend,0.46808510638297873,0.0005412988,calendario
2023-08-16,HOTEL_1,2023,is_weekend,0.4787234042553192,0.0009098193,calendario
2023-08-17,HOTEL_1,2023,is_weekend,0.5638297872340425,0.0008957249,calendario
2023-08-18,HOTEL_1,2023,is_weekend,0.6702127659574468,0.0015377429,calendario
2023-08-19,HOTEL_1,2023,is_weekend,0.648936170212766,-0.0015480223,calendario
2023-08-20,HOTEL_1,2023,is_weekend,0.425531914893617,-0.001136658,calendario
2023-08-21,HOTEL_1,2023,is_weekend,0.425531914893617,-0.0010438043,calendario
2023-08-22,HOTEL_1,2023,is_weekend,0.425531914893617,8.127617e-05,calendario
2023-08-23,HOTEL_1,2023,is_weekend,0.3829787234042553,1.5780577e-05,calendario
2023-08-24,HOTEL_1,2023,is_weekend,0.5212765957446809,-0.00020479248,calendario
2023-08-25,HOTEL_1,2023,is_weekend,0.6170212765957447,0.0008329418,calendario
2023-08-26,HOTEL_1,2023,is_weekend,0.5531914893617021,-0.0011575702,calendario
2023-08-27,HOTEL_1,2023,is_weekend,0.3617021276595745,-0.0010784675,calendario
2023-08-28,HOTEL_1,2023,is_weekend,0.43617021276595747,0.00021608842,calendario
2023-08-29,HOTEL_1,2023,is_weekend,0.5,0.00052921876,calendario
2023-08-30,HOTEL_1,2023,is_weekend,0.48936170212765956,0.00040583475,calendario
2023-08-31,HOTEL_1,2023,is_weekend,0.4574468085106383,0.0006116033,calendario
2023-09-01,HOTEL_1,2023,is_weekend,0.6063829787234043,0.0007718221,calendario
2023-09-02,HOTEL_1,2023,is_weekend,0.6170212765957447,-0.0033540279,calendario
2023-09-03,HOTEL_1,2023,is_weekend,0.4574468085106383,-0.00097287033,calendario
2023-09-04,HOTEL_1,2023,is_weekend,0.6914893617021277,0.0006874249,calendario
2023-09-05,HOTEL_1,2023,is_weekend,0.5106382978723404,9.163085e-05,calendario
2023-09-06,HOTEL_1,2023,is_weekend,0.46808510638297873,-0.00030393392,calendario
2023-09-07,HOTEL_1,2023,is_weekend,0.5106382978723404,-0.00015534682,calendario
2023-09-08,HOTEL_1,2023,is_weekend,0.5106382978723404,-0.0005532468,calendario
2023-09-09,HOTEL_1,2023,is_weekend,0.5425531914893617,-0.0029929895,calendario
2023-09-10,HOTEL_1,2023,is_weekend,0.5319148936170213,-0.0019301054,calendario
2023-09-11,HOTEL_1,2023,is_weekend,0.574468085106383,0.001208692,calendario
2023-09-12,HOTEL_1,2023,is_weekend,0.5851063829787234,0.00095215725,calendario
2023-09-13,HOTEL_1,2023,is_weekend,0.5851063829787234,0.0012585879,calendario
2023-09-14,HOTEL_1,2023,is_weekend,0.6063829787234043,0.0002605109,calendario
2023-09-15,HOTEL_1,2023,is_weekend,0.8191489361702128,0.001527933,calendario
2023-09-16,HOTEL_1,2023,is_weekend,0.6063829787234043,0.000967705,calendario
2023-09-17,HOTEL_1,2023,is_weekend,0.4787234042553192,-0.001335307,calendario
2023-09-18,HOTEL_1,2023,is_weekend,0.6808510638297872,0.0009665745,calendario
2023-09-19,HOTEL_1,2023,is_weekend,0.6063829787234043,-0.00013971157,calendario
2023-09-20,HOTEL_1,2023,is_weekend,0.648936170212766,-5.071786e-05,calendario
2023-09-21,HOTEL_1,2023,is_weekend,0.5425531914893617,-0.00016268954,calendario
2023-09-22,HOTEL_1,2023,is_weekend,0.5638297872340425,-0.00016145359,calendario
2023-09-23,HOTEL_1,2023,is_weekend,0.5212765957446809,-0.001131068,calendario
2023-09-24,HOTEL_1,2023,is_weekend,0.3723404255319149,-0.0018237382,calendario
2023-09-25,HOTEL_1,2023,is_weekend,0.48936170212765956,0.00031441014,calendario
2023-09-26,HOTEL_1,2023,is_weekend,0.7340425531914894,0.0013009477,calendario
2023-09-27,HOTEL_1,2023,is_weekend,0.6276595744680851,0.00096763996,calendario
2023-09-28,HOTEL_1,2023,is_weekend,0.5319148936170213,-0.000162248,calendario
2023-09-29,HOTEL_1,2023,is_weekend,0.5425531914893617,-0.0007111978,calendario
2023-09-30,HOTEL_1,2023,is_weekend,0.4574468085106383,-0.0015440747,calendario
2023-10-01,HOTEL_1,2023,is_weekend,0.35106382978723405,-8.577641e-05,calendario
2023-10-02,HOTEL_1,2023,is_weekend,0.4148936170212766,-5.2620766e-05,calendario
2023-10-03,HOTEL_1,2023,is_weekend,0.5425531914893617,-1.6506967e-06,calendario
2023-10-04,HOTEL_1,2023,is_weekend,0.5319148936170213,-3.09231e-05,calendario
2023-10-05,HOTEL_1,2023,is_weekend,0.648936170212766,0.0005267889,calendario
2023-10-06,HOTEL_1,2023,is_weekend,0.6808510638297872,0.0009820901,calendario
2023-10-07,HOTEL_1,2023,is_weekend,0.7340425531914894,-0.000798591,calendario
2023-10-08,HOTEL_1,2023,is_weekend,0.5212765957446809,0.0008306858,calendario
2023-10-09,HOTEL_1,2023,is_weekend,0.574468085106383,8.259381e-05,calendario
2023-10-10,HOTEL_1,2023,is_weekend,0.44680851063829785,8.9921916e-05,calendario
2023-10-11,HOTEL_1,2023,is_weekend,0.39361702127659576,-1.3232479e-05,calendario
2023-10-12,HOTEL_1,2023,is_weekend,0.425531914893617,-0.0004034599,calendario
2023-10-13,HOTEL_1,2023,is_weekend,0.40425531914893614,-0.00023484597,calendario
2023-10-14,HOTEL_1,2023,is_weekend,0.5531914893617021,-0.00030683875,calendario
2023-10-15,HOTEL_1,2023,is_weekend,0.5957446808510638,-1.3633329e-05,calendario
2023-10-16,HOTEL_1,2023,is_weekend,0.6063829787234043,0.0011823714,calendario
2023-10-17,HOTEL_1,2023,is_weekend,0.574468085106383,0.00016206042,calendario
2023-10-18,HOTEL_1,2023,is_weekend,0.5,0.00029272956,calendario
2023-10-19,HOTEL_1,2023,is_weekend,0.48936170212765956,0.00032081208,calendario
2023-10-20,HOTEL_1,2023,is_weekend,0.4787234042553192,0.00069350936,calendario
2023-10-21,HOTEL_1,2023,is_weekend,0.39361702127659576,-0.0010520768,calendario
2023-10-22,HOTEL_1,2023,is_weekend,0.5638297872340425,-0.00216413,calendario
2023-10-23,HOTEL_1,2023,is_weekend,0.5,0.000597292,calendario
2023-10-24,HOTEL_1,2023,is_weekend,0.5957446808510638,0.00030856577,calendario
2023-10-25,HOTEL_1,2023,is_weekend,0.648936170212766,0.00019251835,calendario
2023-10-26,HOTEL_1,2023,is_weekend,0.3829787234042553,1.4973993e-05,calendario
2023-10-27,HOTEL_1,2023,is_weekend,0.574468085106383,0.0011169553,calendario
2023-10-28,HOTEL_1,2023,is_weekend,0.7127659574468085,-0.0013822247,calendario
2023-10-29,HOTEL_1,2023,is_weekend,0.574468085106383,-0.002767286,calendario
2023-10-30,HOTEL_1,2023,is_weekend,0.7340425531914894,0.00095448626,calendario
2023-10-31,HOTEL_1,2023,is_weekend,0.5,0.0002916416,calendario
2023-11-01,HOTEL_1,2023,is_weekend,0.3404255319148936,-0.0001418871,calendario
2023-11-02,HOTEL_1,2023,is_weekend,0.3617021276595745,9.21232e-05,calendario
2023-11-03,HOTEL_1,2023,is_weekend,0.39361702127659576,-0.00030145526,calendario
2023-11-04,HOTEL_1,2023,is_weekend,0.5,-0.0007157195,calendario
2023-11-05,HOTEL_1,2023,is_weekend,0.5638297872340425,-0.001543323,calendario
2023-11-06,HOTEL_1,2023,is_weekend,0.5851063829787234,0.00073206803,calendario
2023-11-07,HOTEL_1,2023,is_weekend,0.3723404255319149,0.00047339144,calendario
2023-11-08,HOTEL_1,2023,is_weekend,0.35106382978723405,0.0007401765,calendario
2023-11-09,HOTEL_1,2023,is_weekend,0.32978723404255317,0.00042191643,calendario
